,Total Votes (Kamala),Average % (Kamala),Total Electoral Votes (Kamala),Total Votes (Trump),Average % (Trump),Total Electoral Votes (Trump)
0,73857695.0,43.50196078431373,266,76943544.0,50.61960784313726,253.0
